Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Bioinspired All-Fibrous Directional Moisture-Wicking Electronic Skins for Biomechanical Energy Harvesting and All-Range Health Sensing","Nano-Micro Letters","","15","1","10.1007/s40820-023-01028-2","Chuanwei ZhiShuo ShiShuai ZhangYifan SiJieqiong YangShuo MengBin FeiJinlian Hu","2023","http://link.springer.com/article/10.1007/s40820-023-01028-2","Article"
"Nanohollow Carbon for Rechargeable Batteries: Ongoing Progresses and Challenges","Nano-Micro Letters","","12","1","10.1007/s40820-020-00521-2","Jiangmin JiangGuangdi NiePing NieZhiwei LiZhenghui PanZongkui KouHui DouXiaogang ZhangJohn Wang","2020","http://link.springer.com/article/10.1007/s40820-020-00521-2","Article"
"Electrochromic-Induced Rechargeable Aqueous Batteries: An Integrated Multifunctional System for Cross-Domain Applications","Nano-Micro Letters","","15","1","10.1007/s40820-023-01056-y","Qi ZhaoZhenghui PanBinbin LiuChangyuan BaoXimeng LiuJianguo SunShaorong XieQing WangJohn WangYanfeng Gao","2023","http://link.springer.com/article/10.1007/s40820-023-01056-y","Article"
"Femtosecond Laser Thermal Accumulation-Triggered Micro-/Nanostructures with Patternable and Controllable Wettability Towards Liquid Manipulating","Nano-Micro Letters","","14","1","10.1007/s40820-022-00840-6","Kai YinLingxiao WangQinwen DengQiaoqiao HuangJie JiangGuoqiang LiJun He","2022","http://link.springer.com/article/10.1007/s40820-022-00840-6","Article"
"Environmentally Friendly and Multifunctional Shaddock Peel-Based Carbon Aerogel for Thermal-Insulation and Microwave Absorption","Nano-Micro Letters","","13","1","10.1007/s40820-021-00635-1","Weihua GuJiaqi ShengQianqian HuangGehuan WangJiabin ChenGuangbin Ji","2021","http://link.springer.com/article/10.1007/s40820-021-00635-1","Article"
"Hybridized Mechanical and Solar Energy-Driven Self-Powered Hydrogen Production","Nano-Micro Letters","","12","1","10.1007/s40820-020-00422-4","Xuelian WeiZhen WenYina LiuNingning ZhaiAimin WeiKun FengGuotao YuanJun ZhongYinghuai QiangXuhui Sun","2020","http://link.springer.com/article/10.1007/s40820-020-00422-4","Article"
"Nature Inspired MXene-Decorated 3D Honeycomb-Fabric Architectures Toward Efficient Water Desalination and Salt Harvesting","Nano-Micro Letters","","14","1","10.1007/s40820-021-00748-7","Zhiwei LeiXuantong SunShifeng ZhuKai DongXuqing LiuLili WangXiansheng ZhangLijun QuXueji Zhang","2021","http://link.springer.com/article/10.1007/s40820-021-00748-7","Article"
"Superflexible and Lead-Free Piezoelectric Nanogenerator as a Highly Sensitive Self-Powered Sensor for Human Motion Monitoring","Nano-Micro Letters","","13","1","10.1007/s40820-021-00649-9","Di YuZhipeng ZhengJiadong LiuHongyuan XiaoGeng HuangfuYiping Guo","2021","http://link.springer.com/article/10.1007/s40820-021-00649-9","Article"
"Hierarchically Multifunctional Polyimide Composite Films with Strongly Enhanced Thermal Conductivity","Nano-Micro Letters","","14","1","10.1007/s40820-021-00767-4","Yongqiang GuoHua QiuKunpeng RuanYali ZhangJunwei Gu","2021","http://link.springer.com/article/10.1007/s40820-021-00767-4","Article"
"Electrolyte Concentration Regulation Boosting Zinc Storage Stability of High-Capacity K0.486V2O5 Cathode for Bendable Quasi-Solid-State Zinc Ion Batteries","Nano-Micro Letters","","13","1","10.1007/s40820-020-00554-7","Linpo LiShuailei LiuWencong LiuDeliang BaWenyi LiuQiuyue GuiYao ChenZuoqi HuYuanyuan LiJinping Liu","2021","http://link.springer.com/article/10.1007/s40820-020-00554-7","Article"
"Biomimic Vein-Like Transparent Conducting Electrodes with Low Sheet Resistance and Metal Consumption","Nano-Micro Letters","","12","1","10.1007/s40820-019-0359-9","Guobin JiaJonathan PlentzAndrea DellithChrista SchmidtJan DellithGabriele SchmidlGudrun Andrä","2020","http://link.springer.com/article/10.1007/s40820-019-0359-9","Article"
"Engineering the Coordination Sphere of Isolated Active Sites to Explore the Intrinsic Activity in Single-Atom Catalysts","Nano-Micro Letters","","13","1","10.1007/s40820-021-00668-6","Xin WuHuabin ZhangShouwei ZuoJuncai DongYang LiJian ZhangYu Han","2021","http://link.springer.com/article/10.1007/s40820-021-00668-6","Article"
"Self-Assembled Al Nanostructure/ZnO Quantum Dot Heterostructures for High Responsivity and Fast UV Photodetector","Nano-Micro Letters","","12","1","10.1007/s40820-020-00455-9","Sisi LiuMing-Yu LiJianbing ZhangDong SuZhen HuangSundar KunwarJihoon Lee","2020","http://link.springer.com/article/10.1007/s40820-020-00455-9","Article"
"Ni Flower/MXene-Melamine Foam Derived 3D Magnetic/Conductive Networks for Ultra-Efficient Microwave Absorption and Infrared Stealth","Nano-Micro Letters","","14","1","10.1007/s40820-022-00812-w","Haoran ChengYamin PanXin WangChuntai LiuChangyu ShenDirk W. SchubertZhanhu GuoXianhu Liu","2022","http://link.springer.com/article/10.1007/s40820-022-00812-w","Article"
"Nitrogen-doped Carbon Nanospheres-Modified Graphitic Carbon Nitride with Outstanding Photocatalytic Activity","Nano-Micro Letters","","12","1","10.1007/s40820-019-0358-x","Qiaoran LiuHao TianZhenghua DaiHongqi SunJian LiuZhimin AoShaobin WangChen HanShaomin Liu","2020","http://link.springer.com/article/10.1007/s40820-019-0358-x","Article"
"A Thermoregulatory Flexible Phase Change Nonwoven for All-Season High-Efficiency Wearable Thermal Management","Nano-Micro Letters","","15","1","10.1007/s40820-022-00991-6","Hanqing LiuFeng ZhouXiaoyu ShiKeyan SunYan KouPratteek DasYangeng LiXinyu ZhangSrikanth MatetiYing ChenZhong-Shuai WuQuan Shi","2023","http://link.springer.com/article/10.1007/s40820-022-00991-6","Article"
"Multi-Bandgap Monolithic Metal Nanowire Percolation Network Sensor Integration by Reversible Selective Laser-Induced Redox","Nano-Micro Letters","","14","1","10.1007/s40820-021-00786-1","Junhyuk BangYeongju JungHyungjun KimDongkwan KimMaenghyo ChoSeung Hwan Ko","2022","http://link.springer.com/article/10.1007/s40820-021-00786-1","Article"
"High Yield Transfer of Clean Large-Area Epitaxial Oxide Thin Films","Nano-Micro Letters","","13","1","10.1007/s40820-020-00573-4","Bowen ZhangChao YunJudith L. MacManus-Driscoll","2021","http://link.springer.com/article/10.1007/s40820-020-00573-4","Article"
"Rational Design of Porous N-Ti3C2 MXene@CNT Microspheres for High Cycling Stability in Li–S Battery","Nano-Micro Letters","","12","1","10.1007/s40820-019-0341-6","Jianli WangZhao ZhangXufeng YanShunlong ZhangZihao WuZhihong ZhuangWei-Qiang Han","2019","http://link.springer.com/article/10.1007/s40820-019-0341-6","Article"
"Reversible Oxygen-Rich Functional Groups Grafted 3D Honeycomb-Like Carbon Anode for Super-Long Potassium Ion Batteries","Nano-Micro Letters","","14","1","10.1007/s40820-022-00892-8","Na ChengWang ZhouJilei LiuZhigang LiuBingan Lu","2022","http://link.springer.com/article/10.1007/s40820-022-00892-8","Article"
"Overcoming Perovskite Corrosion and De-Doping Through Chemical Binding of Halogen Bonds Toward Efficient and Stable Perovskite Solar Cells","Nano-Micro Letters","","14","1","10.1007/s40820-022-00916-3","Guanhua RenWenbin HanQiang ZhangZhuowei LiYanyu DengChunyu LiuWenbin Guo","2022","http://link.springer.com/article/10.1007/s40820-022-00916-3","Article"
"Surface Oxygen Injection in Tin Disulfide Nanosheets for Efficient CO2 Electroreduction to Formate and Syngas","Nano-Micro Letters","","13","1","10.1007/s40820-021-00703-6","Tao ChenTong LiuTao DingBeibei PangLan WangXiaokang LiuXinyi ShenSicong WangDan WuDong LiuLinlin CaoQiquan LuoWei ZhangWenkun ZhuTao Yao","2021","http://link.springer.com/article/10.1007/s40820-021-00703-6","Article"
"Dendrite-Free and Stable Lithium Metal Battery Achieved by a Model of Stepwise Lithium Deposition and Stripping","Nano-Micro Letters","","13","1","10.1007/s40820-021-00687-3","Tiancun LiuJinlong WangYi XuYifan ZhangYong Wang","2021","http://link.springer.com/article/10.1007/s40820-021-00687-3","Article"
"Molecular Design of Conjugated Small Molecule Nanoparticles for Synergistically Enhanced PTT/PDT","Nano-Micro Letters","","12","1","10.1007/s40820-020-00474-6","Wei ShaoChuang YangFangyuan LiJiahe WuNan WangQiang DingJianqing GaoDaishun Ling","2020","http://link.springer.com/article/10.1007/s40820-020-00474-6","Article"
"Rechargeable Aqueous Zinc-Ion Batteries in MgSO4/ZnSO4 Hybrid Electrolytes","Nano-Micro Letters","","12","1","10.1007/s40820-020-0385-7","Yingmeng ZhangHenan LiShaozhuan HuangShuang FanLingna SunBingbing TianFuming ChenYe WangYumeng ShiHui Ying Yang","2020","http://link.springer.com/article/10.1007/s40820-020-0385-7","Article"
"Hierarchical Ti3C2Tx@ZnO Hollow Spheres with Excellent Microwave Absorption Inspired by the Visual Phenomenon of Eyeless Urchins","Nano-Micro Letters","","14","1","10.1007/s40820-022-00817-5","Yan-Qin WangHai-Bo ZhaoJin-Bo ChengBo-Wen LiuQiang FuYu-Zhong Wang","2022","http://link.springer.com/article/10.1007/s40820-022-00817-5","Article"
"MXenes for Solar Cells","Nano-Micro Letters","","13","1","10.1007/s40820-021-00604-8","Lujie YinYingtao LiXincheng YaoYanzhou WangLin JiaQiming LiuJunshuai LiYali LiDeyan He","2021","http://link.springer.com/article/10.1007/s40820-021-00604-8","Article"
"Identifying Heteroatomic and Defective Sites in Carbon with Dual-Ion Adsorption Capability for High Energy and Power Zinc Ion Capacitor","Nano-Micro Letters","","13","1","10.1007/s40820-021-00588-5","Wenjie FanJia DingJingnan DingYulong ZhengWanqing SongJiangfeng LinCaixia XiaoCheng ZhongHuanlei WangWenbin Hu","2021","http://link.springer.com/article/10.1007/s40820-021-00588-5","Article"
"Animal- and Human-Inspired Nanostructures as Supercapacitor Electrode Materials: A Review","Nano-Micro Letters","","14","1","10.1007/s40820-022-00944-z","Iftikhar HussainCharmaine LamielSumanta SahooMuhammad Sufyan JavedMuhammad AhmadXi ChenShuai GuNing QinMohammed A. AssiriKaili Zhang","2022","http://link.springer.com/article/10.1007/s40820-022-00944-z","Article"
"Interface Engineering of CoS/CoO@N-Doped Graphene Nanocomposite for High-Performance Rechargeable Zn–Air Batteries","Nano-Micro Letters","","13","1","10.1007/s40820-020-00526-x","Yuhui TianLi XuMeng LiDing YuanXianhu LiuJunchao QianYuhai DouJingxia QiuShanqing Zhang","2020","http://link.springer.com/article/10.1007/s40820-020-00526-x","Article"
"Investigation of Single-Wall MoS2 Monolayer Flakes Grown by Chemical Vapor Deposition","Nano-Micro Letters","","8","1","10.1007/s40820-015-0064-2","Nihan Kosku PerkgozMehmet Bay","2016","http://link.springer.com/article/10.1007/s40820-015-0064-2","Article"
"Surface Texturing of TiO2 Film by Mist Deposition of TiO2 Nanoparticles","Nano-Micro Letters","","5","2","10.1007/BF03353740","Gang QinAkira Watanabe","2013","http://link.springer.com/article/10.1007/BF03353740","Article"
"Growth of SnO2 Nanoflowers on N-doped Carbon Nanofibers as Anode for Li- and Na-ion Batteries","Nano-Micro Letters","","10","2","10.1007/s40820-017-0172-2","Jiaojiao LiangChaochun YuanHuanhuan LiKai FanZengxi WeiHanqi SunJianmin Ma","2017","http://link.springer.com/article/10.1007/s40820-017-0172-2","Article"
"Layer-by-Layer Assembled Bacterial Cellulose/Graphene Oxide Hydrogels with Extremely Enhanced Mechanical Properties","Nano-Micro Letters","","10","3","10.1007/s40820-018-0195-3","Honglin LuoJiaojiao DongFanglian YaoZhiwei YangWei LiJie WangXinhua XuJian HuYizao Wan","2018","http://link.springer.com/article/10.1007/s40820-018-0195-3","Article"
"A low-voltage and energy-efficient full adder cell based on carbon nanotube technology","Nano-Micro Letters","","2","2","10.1007/BF03353628","Keivan NaviRabe’e Sharifi RadMohammad Hossein MoaiyeriAmir Momeni","2010","http://link.springer.com/article/10.1007/BF03353628","Article"
"State-space approach to vibration of gold nano-beam induced by ramp type heating","Nano-Micro Letters","","2","3","10.1007/BF03353632","Hamdy M. YoussefKhaled A. Elsibai","2010","http://link.springer.com/article/10.1007/BF03353632","Article"
"Controlling DNA Bundle Size and Spatial Arrangement in Self-assembled Arrays on Superhydrophobic Surface","Nano-Micro Letters","","7","2","10.1007/s40820-014-0027-z","Gabriele CiascaMassimiliano PapiValentina PalmieriMichela ChiarpottoSimone Di ClaudioAdele De NinnoEnnio GiovineGaetano CampiAnnamaria GerardinoLuca BusinaroMarco De Spirito","2015","http://link.springer.com/article/10.1007/s40820-014-0027-z","Article"
"Multiple stacking of InGaAs/GaAs (731) nanostructures","Nano-Micro Letters","","1","1","10.1007/BF03353596","Y. Z. XieV. P. KunetsZ. M. WangV. DoroganY. I. MazurJ. WuG. J. Salamo","2009","http://link.springer.com/article/10.1007/BF03353596","Article"
"Spin-dependent Transport Properties of CrO2 Micro Rod","Nano-Micro Letters","","6","4","10.1007/s40820-014-0010-8","Zhen WangLi XiYikai YangYue LiXuemeng HanYalu ZuoJianbo Wang","2014","http://link.springer.com/article/10.1007/s40820-014-0010-8","Article"
"Silver Nanowire Electrodes: Conductivity Improvement Without Post-treatment and Application in Capacitive Pressure Sensors","Nano-Micro Letters","","7","1","10.1007/s40820-014-0018-0","Jun WangJinting JiuTeppei ArakiMasaya NogiTohru SugaharaShijo NagaoHirotaka KogaPeng HeKatsuaki Suganuma","2015","http://link.springer.com/article/10.1007/s40820-014-0018-0","Article"
"Fabrication of Superhydrophobic Surfaces on Aluminum Alloy Via Electrodeposition of Copper Followed by Electrochemical Modification","Nano-Micro Letters","","3","3","10.1007/BF03353667","Ying HuangD. K. SarkarX-Grant Chen","2011","http://link.springer.com/article/10.1007/BF03353667","Article"
"Rapid Biosynthesis of Silver Nanoparticles Using Cymbopogan Citratus (Lemongrass) and its Antimicrobial Activity","Nano-Micro Letters","","3","3","10.1007/BF03353671","Shalaka A. MasurkarPratik R. ChaudhariVrishali B. ShidoreSuresh P. Kamble","2011","http://link.springer.com/article/10.1007/BF03353671","Article"
"White Organic Light Emitting Devices Based on Multiple Emissive Nanolayers","Nano-Micro Letters","","2","4","10.1007/BF03353850","M. V. Madhava RaoYan Kuin SuT. S. HuangYi-Chun Chen","2010","http://link.springer.com/article/10.1007/BF03353850","Article"
"Novel Flow Field with Superhydrophobic Gas Channels Prepared by One-step Solvent-induced Crystallization for Micro Direct Methanol Fuel Cell","Nano-Micro Letters","","7","2","10.1007/s40820-015-0032-x","Junsheng LiangKuanyao LiuShouzuo LiDazhi WangTongqun RenXiaoying XuYing Luo","2015","http://link.springer.com/article/10.1007/s40820-015-0032-x","Article"
"A Hybrid Electrode of Co3O4@PPy Core/Shell Nanosheet Arrays for High-Performance Supercapacitors","Nano-Micro Letters","","8","2","10.1007/s40820-015-0069-x","Xiaojun YangKaibing XuRujia ZouJunqing Hu","2016","http://link.springer.com/article/10.1007/s40820-015-0069-x","Article"
"Effect of rGO Coating on Interconnected Co3O4 Nanosheets and Improved Supercapacitive Behavior of Co3O4/rGO/NF Architecture","Nano-Micro Letters","","9","4","10.1007/s40820-017-0141-9","Tinghui YaoXin GuoShengchun QinFangyuan XiaQun LiYali LiQiang ChenJunshuai LiDeyan He","2017","http://link.springer.com/article/10.1007/s40820-017-0141-9","Article"
"Synergistic Effects in CNTs-PdAu/Pt Trimetallic Nanoparticles with High Electrocatalytic Activity and Stability","Nano-Micro Letters","","9","4","10.1007/s40820-017-0149-1","Xin-Lei CaiChang-Hai LiuJie LiuYing LuYa-Nan ZhongKai-Qi NieJian-Long XuXu GaoXu-Hui SunSui-Dong Wang","2017","http://link.springer.com/article/10.1007/s40820-017-0149-1","Article"
"Synthesis and Luminescence Properties of (Y, Gd) (P, V)O4:Eu3+, Bi3+Red Nano-phosphors with Enhanced Photoluminescence by Bi3+, Gd3+ Doping","Nano-Micro Letters","","5","2","10.1007/BF03353738","Yong PuKe TangDa-Chuan ZhuTao HanCong ZhaoLing-Ling Peng","2013","http://link.springer.com/article/10.1007/BF03353738","Article"
"Giant Magneto-impedance Effect in Composite Wires with Different Core Layer","Nano-Micro Letters","","5","2","10.1007/BF03353742","R. L. WangX. LiX. H. KongY. X. GuoJ. Z. RuanZ. J. Zhao","2013","http://link.springer.com/article/10.1007/BF03353742","Article"
"Direct Synthesis of Co-doped Graphene on Dielectric Substrates Using Solid Carbon Sources","Nano-Micro Letters","","7","4","10.1007/s40820-015-0052-6","Qi WangPingping ZhangQiqi ZhuoXiaoxin LvJiwei WangXuhui Sun","2015","http://link.springer.com/article/10.1007/s40820-015-0052-6","Article"
"One-Pot Synthesis of Co-Based Coordination Polymer Nanowire for Li-Ion Batteries with Great Capacity and Stable Cycling Stability","Nano-Micro Letters","","10","2","10.1007/s40820-017-0177-x","Peng WangXiaobing LouChao LiXiaoshi HuQi YangBingwen Hu","2017","http://link.springer.com/article/10.1007/s40820-017-0177-x","Article"
"Effect of nitrogen on deposition and field emission properties of boron-doped micro- and nano-crystalline diamond films","Nano-Micro Letters","","2","3","10.1007/BF03353634","L. A. LiS. H. ChengH. D. LiQ. YuJ. W. LiuX. Y. Lv","2010","http://link.springer.com/article/10.1007/BF03353634","Article"
"Synthesis of 3D Hexagram-Like Cobalt–Manganese Sulfides Nanosheets Grown on Nickel Foam: A Bifunctional Electrocatalyst for Overall Water Splitting","Nano-Micro Letters","","10","1","10.1007/s40820-017-0160-6","Jingwei LiWeiming XuJiaxian LuoDan ZhouDawei ZhangLicheng WeiPeiman XuDingsheng Yuan","2017","http://link.springer.com/article/10.1007/s40820-017-0160-6","Article"
"Dual-Fuel-Driven Bactericidal Micromotor","Nano-Micro Letters","","8","2","10.1007/s40820-015-0071-3","Ya GeMei LiuLimei LiuYunyu SunHui ZhangBin Dong","2016","http://link.springer.com/article/10.1007/s40820-015-0071-3","Article"
"Semiconducting single-walled carbon nanotubes synthesized by S-doping","Nano-Micro Letters","","1","1","10.1007/BF03353598","Z. J. LiL. WangY. J. SuP. LiuY. F. Zhang","2009","http://link.springer.com/article/10.1007/BF03353598","Article"
"A Bionic Fish Cilia Median-Low Frequency Three-Dimensional Piezoresistive MEMS Vector Hydrophone","Nano-Micro Letters","","6","2","10.1007/BF03353777","Guo-jun HangZhen LiShu-juan WuChen-yang XueShi-e YangWen-dong Zhang","2014","http://link.springer.com/article/10.1007/BF03353777","Article"
"A Novel Photothermal Nanocrystals of Cu7S4 Hollow Structure for Efficient Ablation of Cancer Cells","Nano-Micro Letters","","6","2","10.1007/BF03353781","Guosheng SongLinbo HanWeiwei ZouZhiyin XiaoXiaoJuan HuangZongyi QinRujia ZouJunqing Hu","2014","http://link.springer.com/article/10.1007/BF03353781","Article"
"Effect of Gold Nanoparticles on the Photocatalytic and Photoelectrochemical Performance of Au Modified BiVO4","Nano-Micro Letters","","3","3","10.1007/BF03353669","Mingce LongJingjing JiangYan LiRuqiong CaoLiying ZhangWeimin Cai","2011","http://link.springer.com/article/10.1007/BF03353669","Article"
"Five New MVL Current Mode Differential Absolute Value Circuits Based on Carbon Nano-tube Field Effect Transistors (CNTFETs)","Nano-Micro Letters","","2","4","10.1007/BF03353848","Mojtaba JamalizadehFazel SharifiMohammad Hossein MoaiyeriKeivan NaviOmid Hashemipour","2010","http://link.springer.com/article/10.1007/BF03353848","Article"
"Optimization of Pulse Laser Annealing to Increase Sharpness of Implanted-junction Rectifier in Semiconductor Heterostructure","Nano-Micro Letters","","2","4","10.1007/BF03353852","E. L. Pankratov","2010","http://link.springer.com/article/10.1007/BF03353852","Article"
"Very-High Color Rendering Index Hybrid White Organic Light-Emitting Diodes with Double Emitting Nanolayers","Nano-Micro Letters","","6","4","10.1007/s40820-014-0006-4","Baiquan LiuMiao XuLei WangHong TaoYueju SuDongyu GaoLinfeng LanJianhua ZouJunbiao Peng","2014","http://link.springer.com/article/10.1007/s40820-014-0006-4","Article"
"The electrical switching characteristics of single copper tetra-cyanoquinodimethane nanowire","Nano-Micro Letters","","1","1","10.1007/BF03353601","K. B. ZhengH. T. ShenC. N. YeJ. L. LiD. L. SunG. R. Chen","2009","http://link.springer.com/article/10.1007/BF03353601","Article"
"Low-Temperature Soft-Cover-Assisted Hydrolysis Deposition of Large-Scale TiO2 Layer for Efficient Perovskite Solar Modules","Nano-Micro Letters","","10","3","10.1007/s40820-018-0203-7","Jinjin HeEnbing BiWentao TangYanbo WangXudong YangHan ChenLiyuan Han","2018","http://link.springer.com/article/10.1007/s40820-018-0203-7","Article"
"The Effect of Fabrication Conditions for GDC Buffer Layer on Electrochemical Performance of Solid Oxide Fuel Cells","Nano-Micro Letters","","5","3","10.1007/BF03353744","Jung-Hoon SongMyung Geun JungHye Won ParkHyung-Tae Lim","2013","http://link.springer.com/article/10.1007/BF03353744","Article"
"Fast Growth of Highly Ordered TiO2 Nanotube Arrays on Si Substrate under High-Field Anodization","Nano-Micro Letters","","9","2","10.1007/s40820-016-0114-4","Jingnan SongMaojun ZhengBin ZhangQiang LiFaze WangLiguo MaYanbo LiChangqing ZhuLi MaWenzhong Shen","2016","http://link.springer.com/article/10.1007/s40820-016-0114-4","Article"
"Elucidating the Uptake and Distribution of Nanoparticles in Solid Tumors via a Multilayered Cell Culture Model","Nano-Micro Letters","","7","2","10.1007/s40820-014-0025-1","Darren YohanCharmainne CrujeXiaofeng LuDevika Chithrani","2015","http://link.springer.com/article/10.1007/s40820-014-0025-1","Article"
"Label-free colorimetric estimation of proteins using nanoparticles of silver","Nano-Micro Letters","","2","3","10.1007/BF03353636","Siddhartha ShrivastavaDebabrata Dash","2010","http://link.springer.com/article/10.1007/BF03353636","Article"
"Capacitive Control of Spontaneously Induced Electrical Charge of Droplet by Electric Field-Assisted Pipetting","Nano-Micro Letters","","7","4","10.1007/s40820-015-0048-2","Horim LeeDongwhi ChoiDong Sung KimGeunbae Lim","2015","http://link.springer.com/article/10.1007/s40820-015-0048-2","Article"
"Passivated ZnSe nanocrystals prepared by hydrothermal methods and their optical properties","Nano-Micro Letters","","2","3","10.1007/BF03353640","Lingling PengYuhua WangQizheng DongZhaofeng Wang","2010","http://link.springer.com/article/10.1007/BF03353640","Article"
"AgCl/Ag/g-C3N4 Hybrid Composites: Preparation, Visible Light-Driven Photocatalytic Activity and Mechanism","Nano-Micro Letters","","8","2","10.1007/s40820-015-0076-y","Yongchao BaoKezheng Chen","2016","http://link.springer.com/article/10.1007/s40820-015-0076-y","Article"
"Temperature-dependent of Nonlinear Optical Conductance of Graphene-based Systems in High-intensity Terahertz Field","Nano-Micro Letters","","6","2","10.1007/BF03353779","Jing LvRui-yang YuanHui Yan","2014","http://link.springer.com/article/10.1007/BF03353779","Article"
"MemBrain: An Easy-to-Use Online Webserver for Transmembrane Protein Structure Prediction","Nano-Micro Letters","","10","1","10.1007/s40820-017-0156-2","Xi YinJing YangFeng XiaoYang YangHong-Bin Shen","2017","http://link.springer.com/article/10.1007/s40820-017-0156-2","Article"
"Effect of Silver Nanoparticles on Growth of Eukaryotic Green Algae","Nano-Micro Letters","","4","3","10.1007/BF03353707","Anjali DashAnand P. SinghBansh R. ChaudharySunil K. SinghDebabrata Dash","2012","http://link.springer.com/article/10.1007/BF03353707","Article"
"Electrochemical Synthesis of Novel Zn-Doped TiO2 Nanotube/ZnO Nanoflake Heterostructure with Enhanced DSSC Efficiency","Nano-Micro Letters","","8","4","10.1007/s40820-016-0099-z","Aijo John KJohns NaduvathSudhanshu MallickJacob W. PledgerS. K. RemillardP. A. DeYoungManju ThankamoniammaT. ShripathiRachel Reena Philip","2016","http://link.springer.com/article/10.1007/s40820-016-0099-z","Article"
"Characterization of Cysteine Coated Magnetite Nanoparticles as MRI Contrast Agent","Nano-Micro Letters","","4","3","10.1007/BF03353711","Reza AhmadiNing GuHamid Reza Madaah Hosseini","2012","http://link.springer.com/article/10.1007/BF03353711","Article"
"A Facile Route for the Large Scale Fabrication of Graphene Oxide Papers and Their Mechanical Enhancement by Cross-linking with Glutaraldehyde","Nano-Micro Letters","","3","4","10.1007/BF03353675","Nantao HuLei MengRungang GaoYanyan WangJing ChaiZhi YangEric Siu-Wai KongYafei Zhang","2011","http://link.springer.com/article/10.1007/BF03353675","Article"
"Thermo-Electrochemical Cells Based on Carbon Nanotube Electrodes by Electrophoretic Deposition","Nano-Micro Letters","","8","3","10.1007/s40820-016-0082-8","Weijin QianMingxuan CaoFei XieChangkun Dong","2016","http://link.springer.com/article/10.1007/s40820-016-0082-8","Article"
"Controlled Growth and Cathodoluminescence Property of ZnS nanobelts with Large Aspect Ratio","Nano-Micro Letters","","2","4","10.1007/BF03353854","Xiang WuYing LeiYufeng ZhengFengyu Qu","2010","http://link.springer.com/article/10.1007/BF03353854","Article"
"Stepwise Fabrication of Co-Embedded Porous Multichannel Carbon Nanofibers for High-Efficiency Oxygen Reduction","Nano-Micro Letters","","11","1","10.1007/s40820-019-0264-2","Zeming TangYingxuan ZhaoQingxue LaiJia ZhongYanyu Liang","2019","http://link.springer.com/article/10.1007/s40820-019-0264-2","Article"
"Schottky photodiode using submicron thick diamond epilayer for flame sensing","Nano-Micro Letters","","1","1","10.1007/BF03353603","Y. KoideM. Y. LiaoJ. AlvarezM. ImuraK. SueishiF. Yoshifusa","2009","http://link.springer.com/article/10.1007/BF03353603","Article"
"Enhanced Photocatalytic Activity of ZnO/CuO Nanocomposites Synthesized by Hydrothermal Method","Nano-Micro Letters","","5","3","10.1007/BF03353746","Tongqin ChangZijiong LiGaoqian YunYong JiaHongjun Yang","2013","http://link.springer.com/article/10.1007/BF03353746","Article"
"Click chemistry approach to functionalize two-dimensional macromolecules of graphene oxide nanosheets","Nano-Micro Letters","","2","3","10.1007/BF03353638","Liang KouHongkun HeChao Gao","2010","http://link.springer.com/article/10.1007/BF03353638","Article"
"Towards the low temperature growth of uniform diameter multi walled carbon nanotubes by catalytic chemical vapour deposition technique","Nano-Micro Letters","","2","3","10.1007/BF03353642","Thirunavukkarasu SomanathanArumugam Pandurangan","2010","http://link.springer.com/article/10.1007/BF03353642","Article"
"Rational Design of WO3 Nanostructures as the Anode Materials for Lithium-Ion Batteries with Enhanced Electrochemical Performance","Nano-Micro Letters","","7","1","10.1007/s40820-014-0013-5","Yang LiuYang JiaoHaiyue ZhouXiang YuFengyu QuXiang Wu","2015","http://link.springer.com/article/10.1007/s40820-014-0013-5","Article"
"Hybrid Field-Effect Transistors and Photodetectors Based on Organic Semiconductor and CsPbI3 Perovskite Nanorods Bilayer Structure","Nano-Micro Letters","","10","4","10.1007/s40820-018-0210-8","Yantao ChenXiaohan WuYingli ChuJiachen ZhouBilei ZhouJia Huang","2018","http://link.springer.com/article/10.1007/s40820-018-0210-8","Article"
"Novel Evolution Process of Zn-Induced Nanoclusters on Si(111)-(7×7) Surface","Nano-Micro Letters","","7","2","10.1007/s40820-015-0036-6","Changjie ZhouYaping WuXiaohang ChenWei LinYinhui ZhouJunyong KangHuili Zhu","2015","http://link.springer.com/article/10.1007/s40820-015-0036-6","Article"
"Compositionally Graded Microstructure for Ag-Fe Nanoparticles","Nano-Micro Letters","","4","3","10.1007/BF03353709","Chandan SrivastavaK. V. L. Sushma","2012","http://link.springer.com/article/10.1007/BF03353709","Article"
"YbF3/SiO2 Fillers as Radiopacifiers in a Dental Adhesive Resin","Nano-Micro Letters","","4","3","10.1007/BF03353713","Neftali L. V. CarreñoThiago C. S. OliveiraEvandro PivaFernanda B. LealGiana S. LimaMarcelo D. MoncksCristiane W. RaubachFabrício A. Ogliari","2012","http://link.springer.com/article/10.1007/BF03353713","Article"
"3D Hierarchical Co–Al Layered Double Hydroxides with Long-Term Stabilities and High Rate Performances in Supercapacitors","Nano-Micro Letters","","9","2","10.1007/s40820-016-0121-5","Jiantao ZaiYuanyuan LiuXiaomin LiZi-feng MaRongrong QiXuefeng Qian","2016","http://link.springer.com/article/10.1007/s40820-016-0121-5","Article"
